genbank_accession	genbank_accession_rev	strain	date	region	country	division	location	length	host	lineage	release_date	update_date	sra_accessions	authors	institution
PP193837	PP193837.1	PP193837	2019-01-03	Asia	Thailand			11787	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609794	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP193838	PP193838.1	PP193838	2019-03-11	Asia	Thailand			11787	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609791	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP193839	PP193839.1	PP193839	2019-03-12	Asia	Thailand			11787	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609790	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP193840	PP193840.1	PP193840	2019-03-12	Asia	Thailand			11787	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609789	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP193841	PP193841.1	PP193841	2019-03-20	Asia	Thailand			11787	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609787	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP193842	PP193842.1	PP193842	2019-03-26	Asia	Thailand			11787	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609796	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP193843	PP193843.1	PP193843	2019-04-08	Asia	Thailand			11609	Homo sapiens	East-Central-South-African	2024-03-11	2024-03-11	SRR27609795	Krambrich et al.	"Uppsala University, Department of Medical Biochemistry and Microbiology"
PP196586	PP196586.1	PP196586	2023-XX-XX	Africa	Senegal			10885	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196587	PP196587.1	PP196587	2023-XX-XX	Africa	Senegal			11140	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196588	PP196588.1	PP196588	2023-XX-XX	Africa	Senegal			11044	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
LC259082	LC259082.1	LC259082	1958-XX-XX	Asia	Thailand			12030	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259083	LC259083.1	LC259083	2009-09-11	Asia	Indonesia			11998	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259084	LC259084.1	LC259084	2012-09-25	Asia	Philippines			11991	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259085	LC259085.1	LC259085	2012-10-15	Asia	Indonesia			11980	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259086	LC259086.1	LC259086	2013-07-01	Asia	Indonesia			12005	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259087	LC259087.1	LC259087	2013-07-06	Asia	Indonesia			11980	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259088	LC259088.1	LC259088	2014-03-25	Oceania	Tonga			12007	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259089	LC259089.1	LC259089	2014-06-23	North America	Dominica			12004	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259090	LC259090.1	LC259090	2015-01-06	South America	Colombia			12004	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259091	LC259091.1	LC259091	2015-05-07	Asia	Indonesia			11980	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259092	LC259092.1	LC259092	2016-02-28	North America	Cuba			12004	Homo sapiens	Asian and Caribbean	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259093	LC259093.1	LC259093	2009-01-06	Asia	Malaysia			11832	Homo sapiens	East-Central-South-African	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC259094	LC259094.1	LC259094	2016-05-11	Africa	Angola			11825	Homo sapiens	East-Central-South-African	2017-12-22	2017-12-22		Nakayama et al.	"Virology I; 1-23-1 Toyama, Shinjuku, Tokyo 162-8640"
LC331252	LC331252.1	LC331252	2016-XX-XX	Asia	Japan	Tokyo		11771	Homo sapiens	East-Central-South-African	2017-11-02	2017-11-02		Yoshida et al.	"Microbiology; 3-24-1 hyakunin-cho, Shinjuku-ku, Tokyo 169-0073"
PP196589	PP196589.1	PP196589	2023-XX-XX	Africa	Senegal			11102	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196590	PP196590.1	PP196590	2023-XX-XX	Africa	Senegal			11084	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196591	PP196591.1	PP196591	2023-XX-XX	Africa	Senegal			11142	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196592	PP196592.1	PP196592	2023-XX-XX	Africa	Senegal			10848	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196593	PP196593.1	PP196593	2023-XX-XX	Africa	Senegal			10519	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
LC461588	LC461588.1	LC461588	2018-08-15	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461589	LC461589.1	LC461589	2018-08-15	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461590	LC461590.1	LC461590	2018-08-17	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461591	LC461591.1	LC461591	2018-08-17	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461592	LC461592.1	LC461592	2018-08-19	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461593	LC461593.1	LC461593	2018-08-19	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461594	LC461594.1	LC461594	2018-08-21	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461595	LC461595.1	LC461595	2018-08-21	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461596	LC461596.1	LC461596	2018-08-23	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
LC461597	LC461597.1	LC461597	2018-08-23	Africa	Sudan			184	Homo sapiens	East-Central-South-African	2019-02-05	2019-02-05		Aradainb et al.	"Clinical Medicine; Alkarib, Khartoum, Khartoum 11115"
PP196594	PP196594.1	PP196594	2023-XX-XX	Africa	Senegal			10838	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
LC500215	LC500215.1	LC500215	2015-01-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191509	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500216	LC500216.1	LC500216	2015-01-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191510	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500217	LC500217.1	LC500217	2015-01-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191511	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500218	LC500218.1	LC500218	2015-01-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191512	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500219	LC500219.1	LC500219	2015-01-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191513	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500220	LC500220.1	LC500220	2015-01-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191514	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500221	LC500221.1	LC500221	2015-02-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191516	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC500222	LC500222.1	LC500222	2015-03-XX	South America	Aruba			12189	Homo sapiens	Asian and Caribbean	2019-12-06	2019-12-06	DRR191515	Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
PP196595	PP196595.1	PP196595	2023-XX-XX	Africa	Senegal			10742	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
PP196596	PP196596.1	PP196596	2023-XX-XX	Africa	Senegal			11145	Homo sapiens	West African	2025-01-21	2025-01-21		Dieng et al.	"Institut Pasteur de Dakar, Virology"
LC580236	LC580236.1	LC580236	2017-07-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580237	LC580237.1	LC580237	2017-07-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580238	LC580238.1	LC580238	2017-07-XX	Asia	Bangladesh	Dhaka		11233	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580239	LC580239.1	LC580239	2017-07-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580240	LC580240.1	LC580240	2017-08-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580241	LC580241.1	LC580241	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580242	LC580242.1	LC580242	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580243	LC580243.1	LC580243	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580244	LC580244.1	LC580244	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580245	LC580245.1	LC580245	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580246	LC580246.1	LC580246	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580247	LC580247.1	LC580247	2017-09-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580248	LC580248.1	LC580248	2017-10-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580249	LC580249.1	LC580249	2017-10-XX	Asia	Bangladesh			11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580250	LC580250.1	LC580250	2017-10-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580251	LC580251.1	LC580251	2017-10-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580252	LC580252.1	LC580252	2017-10-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580253	LC580253.1	LC580253	2017-11-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580254	LC580254.1	LC580254	2017-11-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580255	LC580255.1	LC580255	2017-12-XX	Asia	Bangladesh	Dhaka		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580256	LC580256.1	LC580256	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580257	LC580257.1	LC580257	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580258	LC580258.1	LC580258	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580259	LC580259.1	LC580259	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580260	LC580260.1	LC580260	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580261	LC580261.1	LC580261	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580262	LC580262.1	LC580262	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580263	LC580263.1	LC580263	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580264	LC580264.1	LC580264	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
LC580265	LC580265.1	LC580265	2019-10-XX	Asia	Thailand	Bangkok		11237	Homo sapiens	East-Central-South-African	2020-11-20	2020-11-20		Phadungsombat et al.	"Faculty of Tropical Medicine, Mahidol University; 420/6 Ratchawithi Road, Ratchathewi, Bangkok 10400"
